"","day","temp","dewp","wdsp","sndp","fog","NUM_CRIMES"
"3258",4,62,60.5,7.3,999.9,0,0.619140625
"3269",6,47.6,28.9,14.2,999.9,0,0.275390625
"3284",7,50.2,38.7,7,999.9,0,0.3984375
"3290",2,68.5,57.1,10.2,999.9,0,0.970703125
"3417",2,34,24.9,5.2,999.9,0,0.48046875
"3427",4,45.5,39.8,5,999.9,0,0.5078125
"3437",7,43.6,35.7,3.4,999.9,0,0.37890625
"3441",5,26.9,16,4.7,999.9,0,0.396484375
"3455",6,37.9,23.8,7.7,999.9,0,0.27734375
"3466",5,38,29.2,6.4,999.9,0,0.5078125
"3467",6,44,40,6.6,999.9,0,0.3359375
"3489",4,38.4,29,7.9,999.9,0,0.328125
"3502",2,53.5,45.3,7.7,999.9,0,0.4375
"3508",5,43.5,28.7,10.1,999.9,0,0.64453125
"3509",3,37.6,27.6,7.7,999.9,0,0.51953125
"3514",2,31.6,23.5,8.1,999.9,0,0.443359375
"3531",5,40.6,35.5,8.7,999.9,0,0.484375
"3549",1,26.3,14.6,11.9,999.9,0,0.1484375
"3579",1,42.3,32,9.2,1.2,1,0.158203125
"3581",3,28.7,15.8,10.4,999.9,0,0.43359375
"3582",2,28.4,16.2,11.2,999.9,0,0.1640625
"3586",7,18.6,2,8.8,999.9,0,0.0703125
"3612",4,38.4,22.1,13.5,999.9,0,0.31640625
"3616",1,49,36.7,10.7,999.9,0,0.443359375
"3625",3,21.5,7.6,13.3,999.9,0,0.251953125
"3626",6,49,43.6,10.9,999.9,0,0.310546875
"3627",3,52.4,48,12.7,999.9,0,0.353515625
"3642",6,50.5,34.7,15.2,999.9,0,0.330078125
"3643",7,43.4,28.9,9.8,999.9,0,0.29296875
"3651",6,25.8,13,11.1,999.9,0,0.1328125
"3658",5,47.7,40.9,13.2,999.9,0,0.802734375
"3671",1,41.9,31,16.8,999.9,0,0.49609375
"3676",7,60.7,56.3,17.3,999.9,0,0.265625
"3736",1,15.3,6,4.1,3.9,0,0.201171875
"3738",5,21.6,13.9,4.4,1.2,0,0.380859375
"3745",1,37.5,29.3,4.5,999.9,0,0.36328125
"3746",5,36.1,35.1,5.8,1.2,1,0.498046875
"3749",7,37.7,30.1,5.2,999.9,0,0.533203125
"3767",2,42,39.2,7,999.9,0,0.4921875
"3781",6,14.8,2.1,6.8,999.9,0,0.087890625
"3788",5,20.8,9.3,8.2,999.9,0,0.236328125
"3797",6,33.8,33,5.3,999.9,1,0.3515625
"3814",3,50.5,48.7,7.9,999.9,0,0.513671875
"3821",6,29.7,26,9,5.1,1,0.095703125
"3843",5,35.3,28,7.2,999.9,0,0.255859375
"3861",6,41.7,31.6,10.5,999.9,0,0.267578125
"3863",1,11.9,1.9,7.6,999.9,0,0.0703125
"3868",3,16.7,7.9,8.6,2,0,0.08984375
"3876",1,20.5,14.4,10.6,999.9,0,0.1484375
"3881",3,24.9,13.9,9.4,3.9,0,0.310546875
"3884",2,22.6,18.1,9.4,3.9,0,0.296875
"3892",4,7.6,-2.4,9.7,1.2,0,0.111328125
"3897",7,18.8,12,10.8,5.1,0,0.05078125
"3905",7,20.7,11.2,7.1,1.2,0,0.01171875
"3907",4,24.4,18.4,9.3,1.2,0,0
"3944",4,35.9,29.6,6.6,2,0,0.37890625
"3953",1,21.7,15.9,11.3,2,0,0.05078125
"3956",7,33.9,31.5,10.9,999.9,0,0.29296875
"3977",2,10.7,0.8,12.1,1.2,0,0.060546875
"3978",4,34.7,26.5,13.7,999.9,0,0.3125
"3993",7,34.4,27.7,10.4,999.9,0,0.22265625
"43",3,6.2,-1,2.6,9.8,0,0.133501259445844
"80",4,11.4,5.9,3.4,7.9,0,0.171284634760705
"91",6,15.5,10.5,8.1,1.2,1,0.294710327455919
"129",5,31.7,30.2,7.2,5.1,1,0.224181360201511
"133",1,34,27.2,7.7,1.2,0,0.375314861460957
"149",2,-4.5,-14.4,9.2,3.9,0,0.123425692695214
"166",5,24.9,16.4,6.4,2,0,0.498740554156171
"217",3,8.3,-3.4,8.9,3.1,0,0.458438287153652
"218",5,7.2,-1.3,8.7,9.1,0,0.0403022670025189
"219",3,6.9,-0.7,7.6,5.1,0,0.198992443324937
"226",1,42.4,32.8,12.2,1.2,0,0.541561712846348
"230",7,33.5,27.4,11.8,1.2,0,0.355163727959698
"232",4,4.4,-6.6,13,3.1,0,0.198992443324937
"240",5,18.3,8.6,10.8,999.9,0,0.503778337531486
"247",6,37.6,35.6,10.7,2,1,0.272040302267003
"267",4,26,19.8,12.6,999.9,0,0.357682619647355
"291",7,21.2,16.1,10.8,1.2,0,0.256926952141058
"294",7,16.4,7.4,10.4,3.9,0,0.123425692695214
"300",3,20.3,12.1,11.7,999.9,0,0.501259445843829
"307",2,12.2,4.3,13.6,5.1,1,0.110831234256927
"308",6,24.5,16.2,14.4,7.1,1,0.0780856423173804
"313",6,23.5,12.5,16.7,3.1,0,0.332493702770781
"328",5,6,-3.7,14,3.1,0,0.357682619647355
"331",1,4.5,-6.2,14.6,5.9,0,0
"337",2,31,25.5,10.9,999.9,0,0.357682619647355
"340",4,24,11.5,15.3,2,1,0.518891687657431
"377",2,5.4,-5,5.1,7.9,0,0.125944584382872
"380",3,10.6,1.9,4.7,7.1,0,0.151133501259446
"381",1,11.4,2.1,3.5,3.9,0,0.329974811083123
"387",6,10.7,4,5,11,1,0.146095717884131
"394",6,15.2,6.5,5.1,5.9,0,0.234256926952141
"401",7,21.3,13.8,7.1,3.9,0,0.0881612090680101
"411",1,6.9,-3.8,6.7,7.9,0,0.18639798488665
"417",7,20.9,13.9,7.5,5.9,0,0.0982367758186398
"432",6,26.8,23.9,5.2,3.9,1,0.612090680100756
"433",2,17.4,7.8,3.7,3.9,0,0.249370277078086
"441",5,13.7,-1.6,7.6,999.9,0,0.390428211586902
"445",7,15.7,9.7,6,9.8,0,0.256926952141058
"449",3,38.2,28.1,7.7,3.9,0,0.413098236775819
"471",4,7.3,0.6,8.7,9.1,0,0.163727959697733
"484",4,22.2,10,6.8,7.1,0,0.244332493702771
"490",7,23.8,9,8.9,999.9,0,0.214105793450882
"515",2,19.3,6.9,8.7,999.9,0,0.261964735516373
"521",1,19.1,6.3,11.1,999.9,0,0.224181360201511
"522",5,3,-5.7,9.6,7.9,0,0.370277078085642
"546",4,37,34.2,6.5,2,1,0.256926952141058
"548",6,29.9,14,10.6,1.2,0,0.254408060453401
"562",1,23.9,18,8.7,11,1,0.130982367758186
"584",3,8.4,-4.5,12.9,999.9,0,0.292191435768262
"587",2,32.2,24.5,10.2,5.9,0,0.219143576826196
"597",3,23.4,19.4,13.3,9.8,0,0.035264483627204
"610",5,20.4,12,10.4,7.1,0,0.377833753148615
"634",4,12,-6.2,14.5,999.9,0,0.168765743073048
"647",5,35,26.4,22.8,1.2,0,0.433249370277078
"719",2,17,4.2,5.7,2,0,0.204030226700252
"745",5,31.1,20.3,6.4,2,0,0.531486146095718
"758",3,26.7,8.2,7.7,999.9,0,0.448362720403023
"763",1,26.3,10.6,4.9,999.9,0,0.380352644836272
"784",4,23.1,13,7.6,3.1,0,0.289672544080605
"785",7,38.7,22,5.8,999.9,0,0.481108312342569
"786",7,12.4,5,10,3.1,1,0.0125944584382872
"791",1,8.5,-4.4,6.5,2,0,0.118387909319899
"811",6,26.3,16.2,7.4,999.9,0,0.486146095717884
"826",5,42.1,32.8,7.8,999.9,0,0.644836272040302
"830",7,27.3,12.8,9.8,999.9,0,0.256926952141058
"836",1,45.7,34.2,13,999.9,0,0.677581863979849
"841",3,22.2,14.5,10.4,3.1,0,0.229219143576826
"851",4,22.7,14.5,7.8,3.1,0,0.430730478589421
"853",6,35.5,28.3,9.6,999.9,0,0.566750629722922
"859",1,26.5,11.5,8.4,999.9,0,0.400503778337531
"867",6,37,27.7,9.7,999.9,0,0.750629722921914
"872",2,38.6,28.5,9.4,999.9,0,0.685138539042821
"878",3,43.9,39.5,9.7,999.9,0,0.544080604534005
"886",4,37.3,27.1,9.3,999.9,0,0.596977329974811
"901",6,32.9,26.8,10.4,999.9,0,0.347607052896725
"902",7,28.9,21.6,7.9,999.9,0,0.188916876574307
"923",4,39.7,29.6,13.9,999.9,0,0.435768261964736
"929",2,27.9,13.4,11.7,999.9,0,0.390428211586902
"935",2,44,35.9,6.8,999.9,0,0.382871536523929
"951",6,41.9,28.9,11.7,999.9,0,0.481108312342569
"963",5,43.5,38.3,13.7,999.9,0,0.604534005037783
"969",7,24.9,14.7,17.7,999.9,0,0.231738035264484
"979",5,42.9,32,14.3,1.2,0,0.707808564231738
"980",3,30.2,24.5,16.1,3.1,1,0.287153652392947
"984",1,53.7,31.2,11.7,999.9,0,0.478589420654912
"1052",7,44.7,24.6,6.4,999.9,0,0.410579345088161
"1070",2,49.6,36.5,5.9,999.9,0,0.508816120906801
"1081",7,61.2,34.8,8.9,999.9,0,0.36272040302267
"1089",5,49,36.9,6.6,999.9,0,0.607052896725441
"1093",3,43,27.8,9.1,999.9,0,0.483627204030227
"1106",6,47.3,33.7,8.4,999.9,0,0.52896725440806
"1134",6,40,23.8,8.4,999.9,0,0.518891687657431
"1136",3,41.8,28.5,9,999.9,0,0.45088161209068
"1140",2,31.8,21.2,10.3,1.2,0,0.511335012594458
"1147",3,52,45.9,8.2,999.9,0,0.634760705289673
"1166",5,55.4,26.6,4.5,999.9,0,0.604534005037783
"1167",7,61.3,52.2,11.2,999.9,0,0.337531486146096
"1176",1,46,30,6.9,999.9,0,0.544080604534005
"1177",4,50.7,30.5,12.7,999.9,0,0.730478589420655
"1178",4,38.8,34.9,11.5,999.9,0,0.428211586901763
"1179",4,57.6,36.2,11.8,999.9,0,0.667506297229219
"1201",6,51.9,34.5,10.6,999.9,0,0.584382871536524
"1209",3,39.6,22,10.2,999.9,0,0.569269521410579
"1224",3,49.6,32.6,5.7,999.9,0,0.579345088161209
"1227",1,67.5,46,8.3,999.9,0,0.463476070528967
"1229",2,56,48.7,9.8,999.9,0,0.609571788413098
"1230",5,57.9,39.3,11,999.9,0,0.760705289672544
"1238",7,48.9,37.3,13.8,999.9,0,0.317380352644836
"1245",4,50.5,32.5,11,999.9,0,0.561712846347607
"1271",2,53.3,42.2,10.9,999.9,0,0.478589420654912
"1290",2,47.1,29.9,17.1,999.9,0,0.952141057934509
"1299",5,40.6,37.1,13.4,999.9,1,0.667506297229219
"1307",6,64.6,39.2,10.5,999.9,0,0.821158690176322
"1309",1,52.2,42,14.5,999.9,0,0.448362720403023
"1313",1,49.5,44.8,14.9,999.9,0,0.360201511335013
"1393",7,68,46.7,3.5,999.9,0,0.700251889168766
"1404",5,60.1,46.4,4.8,999.9,0,0.657430730478589
"1418",6,61.2,44.4,4.1,999.9,0,0.536523929471033
"1420",5,67.4,52.8,7,999.9,0,0.710327455919396
"1423",6,49.7,35.3,6.7,999.9,0,0.64735516372796
"1426",1,76.5,58.4,6.3,999.9,0,0.584382871536524
"1446",6,72.9,52.6,7,999.9,0,0.760705289672544
"1449",5,42.9,35.5,8.9,999.9,0,0.743073047858942
"1457",2,73.3,54.6,10.6,999.9,0,0.54911838790932
"1458",4,65.3,53.6,8.5,999.9,0,0.579345088161209
"1460",7,58.1,36.3,7.7,999.9,0,0.788413098236776
"1469",4,67.1,49.8,8.3,999.9,0,0.612090680100756
"1473",5,49.1,43.2,9.8,999.9,0,0.80352644836272
"1474",3,66.1,57.6,7.2,999.9,0,0.642317380352645
"1481",3,54.7,42.3,8.9,999.9,0,0.609571788413098
"1509",3,63.8,44.7,9.3,999.9,0,0.561712846347607
"1528",2,76,66.7,8.3,999.9,0,0.54911838790932
"1546",7,56.1,33,9.6,999.9,0,0.44080604534005
"1553",6,64.2,43.7,6.6,999.9,0,0.682619647355164
"1554",4,75.5,56.4,10.3,999.9,0,0.556675062972292
"1574",4,46.3,40.2,12.1,999.9,0,0.841309823677582
"1576",1,50.9,34.6,11.7,999.9,0,0.753148614609572
"1580",1,62.7,39.5,9.7,999.9,0,0.607052896725441
"1597",2,67.2,61,10.4,999.9,0,0.672544080604534
"1603",2,53.1,36.9,11.5,999.9,0,0.702770780856423
"1615",4,47.6,39.4,13.1,999.9,0,0.521410579345088
"1626",6,57,40.6,12.8,999.9,0,0.501259445843829
"1636",5,72.5,59.9,14.9,999.9,0,0.798488664987406
"1638",1,73.6,65.9,11.2,999.9,0,0.672544080604534
"1645",7,71.2,49.4,7.7,999.9,0,0.498740554156171
"1655",3,77.4,63.1,6.9,999.9,0,0.72544080604534
"1704",1,73.1,66.9,4.8,999.9,0,0.71536523929471
"1705",7,71.6,65.3,4.7,999.9,0,0.808564231738035
"1710",4,66.1,59.6,6,999.9,0,0.705289672544081
"1712",1,80.1,63.6,6.9,999.9,0,0.821158690176322
"1722",2,63.3,53.2,6.4,999.9,0,0.319899244332494
"1741",5,66.6,45.5,7.7,999.9,0,0.982367758186398
"1762",6,73.5,47.1,5,999.9,0,0.81360201511335
"1764",5,75.7,68.6,7.3,999.9,0,0.858942065491184
"1772",5,68.9,41.7,4.7,999.9,0,0.788413098236776
"1788",6,68.6,42.9,6.3,999.9,0,0.748110831234257
"1790",3,70.8,65.7,4.1,999.9,0,0.778337531486146
"1798",5,74,63.2,8,999.9,0,0.889168765743073
"1807",4,64.9,47.4,7.2,999.9,0,0.64735516372796
"1814",1,65.9,50,7.3,999.9,0,0.697732997481108
"1846",4,68.3,63.6,6.8,999.9,0,0.700251889168766
"1849",4,69.6,61.2,7.1,999.9,0,0.695214105793451
"1875",7,78.7,69.9,11,999.9,0,0.906801007556675
"1878",2,76.5,56.4,9.9,999.9,0,0.889168765743073
"1895",1,80.4,72.2,11.6,999.9,0,0.642317380352645
"1921",3,64.2,61,7.5,999.9,0,0.576826196473552
"1929",3,67,54.3,9,999.9,0,0.579345088161209
"1954",7,65.3,51.7,13.9,999.9,0,0.571788413098237
"1959",7,75.1,52.9,12.7,999.9,0,0.848866498740554
"1966",2,84.8,68.9,12.9,999.9,0,0.863979848866499
"1971",3,79.7,69,9.9,999.9,0,0.566750629722922
"1980",6,81.3,69.5,9.2,999.9,0,0.773299748110831
"1982",6,71.3,64.1,5.8,999.9,0,0.80352644836272
"1985",2,77.6,70,6,999.9,0,0.795969773299748
"1992",1,78.1,66.4,14.3,999.9,0,0.831234256926952
"2030",7,74.8,58.4,3.3,999.9,0,0.750629722921914
"2039",6,73.1,54.9,3.8,999.9,0,0.811083123425693
"2061",5,73.5,52.1,5.3,999.9,0,1
"2080",5,70.1,47.8,5.9,999.9,0,0.73551637279597
"2127",4,68.1,50.5,3.9,999.9,0,0.659949622166247
"2142",6,75.5,64.2,7.3,999.9,0,0.828715365239295
"2147",4,71.3,57.6,4.6,999.9,0,0.692695214105793
"2150",2,69.3,54,6.2,999.9,0,0.652392947103275
"2156",5,72.1,55.7,6,999.9,0,0.826196473551637
"2158",1,77.9,62.3,6.5,999.9,0,0.664987405541562
"2159",4,64.7,53.5,6.9,999.9,0,0.856423173803526
"2187",6,72,53.5,7.5,999.9,0,0.886649874055416
"2199",4,73,58.6,7.1,999.9,0,0.793450881612091
"2202",3,64.4,53.4,6.7,999.9,0,0.753148614609572
"2203",3,69.2,57.9,9.3,999.9,0,0.687657430730479
"2205",1,74.4,59.6,6.7,999.9,0,0.675062972292191
"2210",3,73.4,57.7,6.4,999.9,0,0.775818639798489
"2211",2,64.8,51.2,10,999.9,0,0.682619647355164
"2223",4,67.7,51.9,8.2,999.9,0,0.773299748110831
"2239",3,70.1,57,5.5,999.9,0,0.624685138539043
"2248",5,68.3,54,7.6,999.9,0,0.954659949622166
"2272",2,78.9,63.1,11.2,999.9,0,0.685138539042821
"2277",2,81.1,67.9,9.9,999.9,0,0.72544080604534
"2278",7,77.7,68.3,8.6,999.9,0,0.763224181360202
"2296",7,75.3,64.1,9.9,999.9,0,0.82367758186398
"2302",6,76.6,65.7,8.1,999.9,1,0.664987405541562
"2312",1,81.5,68.3,10.7,999.9,0,0.889168765743073
"2318",3,73.4,61.3,14.5,999.9,0,0.793450881612091
"2319",1,68,51.5,13.3,999.9,0,0.82367758186398
"2323",7,79.2,66.2,10.3,999.9,0,0.866498740554156
"2385",7,78.3,71,5.8,999.9,0,0.780856423173804
"2407",6,73.6,56.5,4.9,999.9,0,0.884130982367758
"2412",3,75.1,64.7,5.7,999.9,0,0.594458438287154
"2415",1,72.5,64.7,5.4,999.9,0,0.680100755667506
"2435",5,66.9,48.1,5.2,999.9,0,0.798488664987406
"2436",5,79.1,73.1,6.3,999.9,0,0.680100755667506
"2439",3,72.9,59.7,5.8,999.9,0,0.662468513853904
"2447",6,72.6,61.7,7.1,999.9,0,0.778337531486146
"2457",1,77.5,63.7,6.8,999.9,0,0.594458438287154
"2461",7,78.1,68.1,6.4,999.9,0,0.71536523929471
"2462",4,72.4,59.8,7.3,999.9,0,0.483627204030227
"2468",7,75.4,62,7.7,999.9,0,0.778337531486146
"2471",7,76.8,59.5,4.7,999.9,0,0.755667506297229
"2505",4,74.4,58.5,7.2,999.9,0,0.748110831234257
"2510",2,73.2,66.8,5.3,999.9,0,0.702770780856423
"2520",5,77.7,68.5,8.3,999.9,0,0.853904282115869
"2530",3,69.9,57.5,6.9,999.9,0,0.783375314861461
"2533",3,78.2,65.9,6.7,999.9,0,0.72544080604534
"2534",4,76.5,71.1,6.3,999.9,0,0.584382871536524
"2543",4,68.9,53.9,7.7,999.9,0,0.629722921914358
"2546",7,71.7,65.2,6.9,999.9,0,0.795969773299748
"2568",5,75.6,60.1,9.3,999.9,0,0.687657430730479
"2590",6,78.9,73.4,3.5,999.9,0,0.695214105793451
"2598",6,75.3,59.4,9.1,999.9,0,0.858942065491184
"2604",2,77.1,68.2,5,999.9,0,0.649874055415617
"2644",2,67.8,60.8,11,999.9,0,0.53904282115869
"2648",1,75.1,66,7,999.9,0,0.826196473551637
"2652",6,79.5,69.3,11.5,999.9,0,0.808564231738035
"2664",2,78.3,68.4,10.1,999.9,0,0.579345088161209
"2674",1,81.3,73.8,6.7,999.9,1,0.581863979848867
"2705",4,66.8,53.7,3.3,999.9,0,0.516372795969773
"2718",7,68.9,57.9,3.5,999.9,0,0.732997481108312
"2721",2,61.8,46.1,5.1,999.9,0,0.727959697732998
"2725",3,60.6,47.5,4.2,999.9,0,0.629722921914358
"2737",6,69.6,56.5,4.5,999.9,0,0.871536523929471
"2738",3,65.5,49.8,5.3,999.9,0,0.730478589420655
"2744",1,57.5,45.1,6.2,999.9,0,0.561712846347607
"2752",2,73.1,59.3,6.6,999.9,0,0.609571788413098
"2757",1,58.4,49.1,4,999.9,0,0.483627204030227
"2761",4,62.3,52.6,4.3,999.9,0,0.811083123425693
"2764",3,75.8,61.2,5,999.9,0,0.445843828715365
"2769",7,69.3,52.3,3.9,999.9,0,0.700251889168766
"2770",1,70.6,53.6,4.8,999.9,0,0.355163727959698
"2799",2,57.9,46.9,5.3,999.9,0,0.511335012594458
"2806",5,69.1,54.5,3.9,999.9,0,0.838790931989924
"2807",7,56.1,43.5,4.6,999.9,0,0.53904282115869
"2835",6,68.7,55,7.7,999.9,0,0.675062972292191
"2840",2,77,63.7,6.8,999.9,0,0.63727959697733
"2846",5,65.4,51.1,7.9,999.9,0,0.83375314861461
"2857",5,53.3,47.1,9.9,999.9,0,0.435768261964736
"2887",1,69.6,57.7,4.5,999.9,0,0.639798488664987
"2900",6,49.8,41.5,7.7,999.9,0,0.350125944584383
"2909",6,69.8,57.9,10.8,999.9,0,0.755667506297229
"2942",2,56.9,50.6,11.5,999.9,0,0.591939546599496
"2950",4,77.6,66.4,10.9,999.9,0,0.511335012594458
"2979",4,56.6,48.5,10.9,999.9,0,0.508816120906801
"2981",3,74.6,67.3,12.4,999.9,0,0.403022670025189
"2993",7,65.4,56.9,11.4,999.9,0,0.617128463476071
"3004",5,81.1,72.7,11.4,999.9,0,0.750629722921914
"3060",5,59.1,46.1,5.1,999.9,0,0.838790931989924
"3069",4,56.6,35.7,6.3,999.9,0,0.35264483627204
"3071",7,55.5,30.9,4.7,999.9,0,0.516372795969773
"3084",4,45.3,34.3,4.9,999.9,0,0.586901763224181
"3093",5,52.2,40.8,4.4,999.9,0,0.491183879093199
"3096",6,51,35.7,4.1,999.9,0,0.642317380352645
"3108",4,50.3,39.5,6.4,999.9,0,0.581863979848867
"3109",4,69.8,59.9,7.1,999.9,0,0.652392947103275
"3119",4,55.4,52.1,7.6,999.9,0,0.503778337531486
"3138",3,50.4,38.2,5.8,999.9,0,0.455919395465995
"3165",1,55.5,46.1,8.5,999.9,0,0.534005037783375
"3190",7,45.9,37.3,6.1,999.9,0,0.498740554156171
"3203",3,54.9,52.5,8.4,999.9,0,0.571788413098237
"3211",1,62.9,58.9,7,999.9,0,0.400503778337531
"3215",2,64.7,61.3,8.3,999.9,0,0.463476070528967
"3223",7,53.9,39.3,7.8,999.9,0,0.365239294710327
"3234",5,56.4,49.8,9.9,999.9,0,0.811083123425693
"3238",3,48.5,33.2,9.5,999.9,0,0.632241813602015
"3239",6,64.2,45.6,8.8,999.9,0,0.644836272040302
"3245",6,50.3,41.9,9.3,999.9,0,0.73551637279597
"3246",2,52.5,42.3,10.2,999.9,0,0.581863979848867
"3253",3,57.5,38.1,9.8,999.9,0,0.506297229219144
"3267",1,55,41.2,9,999.9,0,0.443324937027708
"3279",7,48,34.8,9.9,999.9,0,0.428211586901763
"3281",6,44.5,33.8,13.5,999.9,0,0.445843828715365
"3298",2,57.2,42.7,9.8,999.9,0,0.536523929471033
"3302",1,64.2,47.2,10.1,999.9,0,0.670025188916877
"3306",2,61.7,45.8,13.7,999.9,0,0.566750629722922
"3322",5,61.9,55.7,12,999.9,0,0.586901763224181
"3346",5,43,31.7,17.2,999.9,0,0.700251889168766
"3421",3,25.5,18.7,5.2,999.9,0,0.329974811083123
"3428",6,27.3,13.4,5.5,999.9,0,0.511335012594458
"3448",7,30.2,21.9,6.4,999.9,0,0.324937027707809
"3487",5,27.9,15,7.5,999.9,0,0.523929471032746
"3492",3,49.5,36.8,8.1,999.9,0,0.498740554156171
"3494",7,40,27,6,999.9,0,0.455919395465995
"3506",5,22.9,3.9,6.9,999.9,0,0.47103274559194
"3516",5,25.2,14.4,7.5,999.9,0,0.151133501259446
"3517",6,40,30,10.1,999.9,0,0.458438287153652
"3519",4,28.2,15.4,10.4,999.9,0,0.292191435768262
"3542",7,52.2,46.3,10.1,999.9,0,0.357682619647355
"3546",3,31.5,18.6,12.5,999.9,0,0.123425692695214
"3548",1,52.6,38.5,8.3,999.9,0,0.579345088161209
"3563",7,43.2,27.8,9.3,999.9,0,0.350125944584383
"3574",1,53,30.9,12.4,999.9,0,0.574307304785894
"3585",5,41.1,25.9,8.4,999.9,0,0.591939546599496
"3598",2,15.6,4.5,15.2,999.9,0,0.19647355163728
"3602",6,45.1,31.7,11.3,999.9,0,0.503778337531486
"3606",7,48.8,44.4,11.8,999.9,0,0.443324937027708
"3609",3,24.5,11.7,12.2,999.9,0,0.219143576826196
"3614",6,40.9,33.4,10.9,999.9,0,0.403022670025189
"3619",4,24.6,8.8,13.7,999.9,0,0.219143576826196
"3620",2,50.5,40,12.5,999.9,0,0.324937027707809
"3622",2,56.1,41.4,14.8,999.9,0,0.579345088161209
"3637",6,40,27.3,13.5,999.9,0,0.914357682619647
"3641",1,21.1,10.1,13.3,999.9,0,0.19647355163728
"3654",4,48.5,36.6,15.3,999.9,0,0.309823677581864
"3660",2,26.3,19.1,13.8,999.9,0,0.292191435768262
"3669",1,44.1,41.4,12.4,999.9,1,0.115869017632242
"3728",5,31.2,22.2,4.1,999.9,0,0.55919395465995
"3730",6,33,25.1,4.7,999.9,0,0.486146095717884
"3741",5,36.6,29.1,4.7,999.9,0,0.644836272040302
"3752",4,26.8,17,4.6,999.9,0,0.304785894206549
"3755",7,34.9,22.8,7.3,999.9,0,0.123425692695214
"3764",4,31.5,17.6,6.7,999.9,0,0.365239294710327
"3772",1,36,30.4,8.1,999.9,0,0.254408060453401
"3778",6,41.5,37.1,7.5,999.9,0,0.55919395465995
"3782",1,36.2,30.4,8.2,999.9,0,0.410579345088161
"3784",4,30.6,22.5,8.4,999.9,0,0.231738035264484
"3792",1,29.7,19.9,7.2,999.9,0,0.332493702770781
"3795",3,41.9,36.4,5.7,999.9,0,0.0554156171284635
"3801",7,35.1,27.4,7.8,999.9,0,0.261964735516373
"3808",3,33.9,27.7,9,999.9,0,0.453400503778338
"3813",5,30.2,26.3,7.5,999.9,1,0.455919395465995
"3826",5,43.3,35.3,9.9,999.9,0,0.201511335012594
"3829",2,27.8,18.5,8.7,999.9,0,0.261964735516373
"3832",7,49.3,45.2,7.3,999.9,0,0.423173803526448
"3833",7,31.3,21.2,8.1,999.9,0,0.216624685138539
"3846",2,20.3,5.5,9.4,999.9,0,0.0629722921914358
"3853",3,29.5,20.8,11.1,999.9,0,0.478589420654912
"3870",1,47,44.8,10.1,999.9,0,0.46095717884131
"3887",3,32.4,22.4,10.4,999.9,0,0.513853904282116
"3912",1,25.3,10.1,11.5,999.9,0,0.675062972292191
"3916",2,46.5,40.7,10.8,999.9,0,0.322418136020151
"3917",3,13.1,-2.8,11.5,999.9,0,0.0982367758186398
"3934",2,37.4,33.9,11.4,999.9,0,0.267002518891688
"3963",6,45.8,40.4,11.8,999.9,0,0.430730478589421
"3967",6,39,31.6,11,999.9,0,0.289672544080605
"3975",2,44.3,41.5,8,999.9,1,0.289672544080605
"51",4,32.2,23.8,4.8,999.9,0,0.584507042253521
"57",1,34,28.6,4.5,999.9,0,0.483568075117371
"60",3,13.5,6.3,5.3,3.1,0,0.403755868544601
"63",6,34.3,28.9,4.9,999.9,0,0.34037558685446
"67",2,36.6,32.2,4.3,999.9,0,0.68075117370892
"84",2,29.3,22.5,6.1,1.2,0,0.403755868544601
"93",3,34.2,30,7.2,999.9,0,0.570422535211268
"112",5,29.3,23.2,6,3.1,0,0.485915492957746
"139",7,38.7,30.6,10.9,999.9,0,0.457746478873239
"143",6,35.1,27.7,8.5,999.9,0,0.593896713615023
"151",7,27.7,16.7,10,3.1,0,0.345070422535211
"155",5,31.7,24.3,10.2,999.9,0,0.697183098591549
"157",3,28.7,18.5,6.8,999.9,0,0.338028169014085
"170",1,25.9,18.1,7.3,1.2,0,0.359154929577465
"171",5,28.4,17.4,5.1,999.9,0,0.401408450704225
"175",2,19.3,10.8,9.1,3.1,0,0.255868544600939
"177",6,30.3,20.6,6.5,999.9,0,0.312206572769953
"179",1,4.5,-5.8,11.3,1.2,0,0.0469483568075117
"202",2,9.2,1.6,8,2,0,0
"213",6,8,-1.7,11.6,2,0,0.338028169014085
"237",1,26.3,19.8,8.7,3.9,0,0.244131455399061
"246",4,23.5,15.9,9.1,3.1,0,0.610328638497653
"254",4,36.1,26.1,12.7,999.9,0,0.474178403755869
"268",5,29.7,13.3,9.2,999.9,0,0.495305164319249
"269",7,30.6,27.5,9.2,2,0,0.0258215962441315
"281",6,36.8,28.6,12.1,1.2,0,0.55868544600939
"293",7,34.1,30.2,10.3,1.2,0,0.335680751173709
"317",5,10.3,0.7,15,3.1,0,0.204225352112676
"390",6,11,-1.6,4.6,5.9,0,0.0985915492957746
"391",1,12.8,-4.8,4.2,3.1,0,0.0845070422535211
"410",5,10,-3.5,6.7,5.9,0,0.316901408450704
"421",6,33.6,27.1,7.2,11,0,0.413145539906103
"430",2,16.7,10,7.5,16.9,1,0.0211267605633803
"447",4,11.4,0.2,7.1,15,0,0.161971830985915
"448",2,28.4,19.1,7.1,3.9,0,0.295774647887324
"483",5,14.5,3.9,8.4,3.1,0,0.302816901408451
"487",3,25.4,19.8,6.4,16.1,0,0.173708920187793
"493",7,24.3,11.9,8.7,3.1,0,0.211267605633803
"494",3,24.1,9.9,7.9,3.1,0,0.161971830985915
